,user_id,funnel_stage,timestamp,profit,os
263396,732811,interest,153158,,iOS
263397,732811,interest,153158,,iOS
263398,732811,interest,153158,,Android
263399,732811,interest,153158,,Android
263400,732811,interest,153158,,Android
263401,732811,interest,153158,,Android
263402,732811,interest,153158,,iOS
267630,880338,interest,153212,,iOS
267659,881953,interest,153213,,iOS
268276,622653,interest,153217,,Android
270139,446598,interest,153228,,iOS
270244,1034920,interest,153232,,Android
270290,580265,consideration,153235,,Android
271510,846892,interest,153241,,iOS
273690,629026,consideration,153270,,Android
273692,600209,interest,153270,,Android
273771,836487,intent,153274,,Android
275079,997237,consideration,153287,,iOS
275161,1059523,interest,153290,,iOS
275188,75870,consideration,153292,,iOS
275292,353310,interest,153297,,iOS
275373,708941,interest,153301,,iOS
275606,627400,interest,153313,,Android
276310,752728,consideration,153320,,Android
277712,278141,interest,153334,,iOS
277738,446598,consideration,153335,,Android
280004,1029872,interest,153371,,Android
280789,656726,consideration,153385,,iOS
282542,566443,interest,153392,,iOS
282995,827668,consideration,153413,,Android
283575,625825,interest,153416,,Android
286314,685751,interest,153441,,iOS
286480,314897,interest,153451,,Android
288228,567701,interest,153458,,Android
290098,787021,consideration,153469,,Android
290744,627400,consideration,153474,,Android
291964,586513,interest,153481,,Android
292103,815881,interest,153488,,iOS
292343,938250,interest,153501,,Android
296089,1031574,consideration,153523,,iOS
296133,110760,interest,153525,,Android
296226,842441,interest,153530,,iOS
299251,1058480,interest,153550,,iOS
299667,259285,interest,153557,,Android
301081,976551,interest,153579,,iOS
302929,687236,interest,153586,,iOS
305825,260957,interest,153628,,Android
306168,815881,consideration,153637,,iOS
306598,648385,interest,153641,,Android
306649,708941,consideration,153644,,Android
306661,706233,interest,153645,,iOS
306684,94800,interest,153646,,Android
306701,613289,interest,153647,,iOS
306729,856817,consideration,153649,,Android
307977,638819,interest,153654,,iOS
308181,334970,interest,153665,,iOS
308523,968214,consideration,153682,,Android
308661,913705,consideration,153689,,Android
308938,724771,interest,153703,,iOS
309018,987468,interest,153707,,iOS
309127,111912,interest,153712,,Android
312438,586513,consideration,153736,,Android
312456,679666,interest,153737,,Android
313234,930573,interest,153751,,iOS
314075,942272,interest,153764,,iOS
314151,641881,consideration,153768,,iOS
314331,780123,interest,153777,,iOS
316930,996101,consideration,153798,,iOS
317119,176398,consideration,153802,,iOS
318880,544568,interest,153834,,Android
318931,897471,interest,153836,,Android
321955,1052372,interest,153852,,iOS
321971,837510,interest,153853,,iOS
322092,996166,interest,153859,,iOS
322635,981659,interest,153860,,Android
323286,1003789,interest,153865,,iOS
323545,542683,interest,153879,,iOS
324217,358313,interest,153887,,Android
326397,596588,interest,153914,,Android
326610,993389,interest,153924,,Android
326611,993389,interest,153924,,Android
326618,993389,interest,153924,,iOS
326619,993389,interest,153924,,Android
326625,993389,interest,153924,,iOS
326635,993389,interest,153924,,Android
326642,993389,interest,153924,,Android
326647,993389,interest,153924,,Android
326648,993389,interest,153924,,Android
326649,993389,interest,153924,,iOS
326653,993389,interest,153924,,iOS
326660,993389,interest,153924,,Android
326661,993389,interest,153924,,iOS
326662,993389,interest,153924,,iOS
326664,993389,interest,153924,,Android
326665,993389,interest,153924,,iOS
326682,993389,interest,153924,,iOS
326689,993389,interest,153924,,iOS
326694,993389,interest,153924,,Android
326695,993389,interest,153924,,Android
326699,993389,interest,153924,,iOS
326706,993389,interest,153924,,Android
326708,993389,interest,153924,,Android
326709,993389,interest,153924,,Android
326710,993389,interest,153924,,iOS
326711,993389,interest,153924,,Android
326712,993389,interest,153924,,Android
326713,993389,interest,153924,,iOS
326714,993389,interest,153924,,iOS
326715,993389,interest,153924,,Android
326717,993389,interest,153924,,Android
326718,993389,interest,153924,,iOS
326719,993389,interest,153924,,iOS
326720,993389,interest,153924,,Android
326723,993389,interest,153924,,Android
326726,993389,interest,153924,,iOS
326727,993389,interest,153924,,Android
326729,993389,interest,153924,,iOS
326730,993389,interest,153924,,iOS
326731,993389,interest,153924,,iOS
326732,993389,interest,153924,,Android
326733,993389,interest,153924,,Android
326734,993389,interest,153924,,iOS
326735,993389,interest,153924,,Android
326736,993389,interest,153924,,iOS
326737,993389,interest,153924,,Android
326738,993389,interest,153924,,iOS
326739,993389,interest,153924,,iOS
326740,993389,interest,153924,,iOS
326741,993389,interest,153924,,Android
326742,993389,interest,153924,,Android
326743,993389,interest,153924,,Android
326744,993389,interest,153924,,Android
326745,993389,interest,153924,,Android
326746,993389,interest,153924,,Android
326747,993389,interest,153924,,iOS
326748,993389,interest,153924,,iOS
326749,993389,interest,153924,,iOS
326750,993389,interest,153924,,Android
326751,993389,interest,153924,,Android
326752,993389,interest,153924,,Android
326753,993389,interest,153924,,iOS
326755,993389,interest,153924,,iOS
326756,993389,interest,153924,,Android
326757,993389,interest,153924,,Android
326758,993389,interest,153924,,Android
326759,993389,interest,153924,,Android
326760,993389,interest,153924,,iOS
326761,993389,interest,153924,,iOS
326762,993389,interest,153924,,Android
326763,993389,interest,153924,,iOS
326764,993389,interest,153924,,iOS
326765,993389,interest,153924,,Android
326766,993389,interest,153924,,iOS
326768,993389,interest,153924,,Android
326769,993389,interest,153924,,iOS
326770,993389,interest,153924,,Android
326771,993389,interest,153924,,iOS
326775,993389,interest,153924,,Android
326776,993389,interest,153924,,iOS
326777,993389,interest,153924,,Android
326782,993389,interest,153924,,iOS
326784,993389,interest,153924,,iOS
326788,993389,interest,153924,,Android
326791,993389,interest,153924,,Android
326793,993389,interest,153924,,Android
326795,993389,interest,153924,,Android
326796,993389,interest,153924,,Android
326797,993389,interest,153924,,Android
326800,993389,interest,153924,,Android
326804,993389,interest,153924,,iOS
326805,993389,interest,153924,,Android
326806,993389,interest,153924,,Android
326807,993389,interest,153924,,iOS
326808,993389,interest,153924,,Android
326809,993389,interest,153924,,iOS
326811,993389,interest,153924,,Android
326818,993389,interest,153924,,iOS
326819,993389,interest,153924,,Android
326821,993389,interest,153924,,iOS
326822,993389,interest,153924,,Android
326823,993389,interest,153924,,Android
326824,993389,interest,153924,,iOS
326825,993389,interest,153924,,iOS
326826,993389,interest,153924,,Android
326827,993389,interest,153924,,Android
326829,993389,interest,153924,,Android
326830,993389,interest,153924,,iOS
326831,993389,interest,153924,,iOS
326832,993389,interest,153924,,iOS
326833,993389,interest,153924,,Android
326834,993389,interest,153924,,Android
326835,993389,interest,153924,,Android
326836,993389,interest,153924,,Android
326837,993389,interest,153924,,Android
326838,993389,interest,153924,,Android
326840,993389,interest,153924,,Android
326841,993389,interest,153924,,Android
326843,993389,interest,153924,,Android
326844,993389,interest,153924,,iOS
326846,993389,interest,153924,,Android
326853,993389,interest,153924,,iOS
326858,993389,interest,153924,,iOS
326863,993389,interest,153924,,Android
326864,993389,interest,153924,,Android
326869,993389,interest,153924,,iOS
326871,993389,interest,153924,,iOS
326874,993389,interest,153924,,iOS
326880,993389,interest,153924,,Android
326882,993389,interest,153924,,iOS
326885,993389,interest,153924,,iOS
326887,993389,interest,153924,,iOS
326889,993389,interest,153924,,iOS
326907,993389,interest,153924,,iOS
326908,993389,interest,153924,,iOS
326911,993389,interest,153924,,iOS
326912,993389,interest,153924,,iOS
326913,993389,interest,153924,,iOS
326914,993389,interest,153924,,iOS
326915,993389,interest,153924,,Android
326916,993389,interest,153924,,Android
326917,993389,interest,153924,,iOS
326918,993389,interest,153924,,iOS
326919,993389,interest,153924,,Android
326920,993389,interest,153924,,iOS
326921,993389,interest,153924,,iOS
326922,993389,interest,153924,,iOS
326923,993389,interest,153924,,Android
326924,993389,interest,153924,,Android
326926,993389,interest,153924,,iOS
326933,993389,interest,153924,,Android
326934,993389,interest,153924,,iOS
326936,993389,interest,153924,,iOS
326945,993389,interest,153924,,iOS
326946,993389,interest,153924,,Android
326947,993389,interest,153924,,iOS
326948,993389,interest,153924,,Android
326949,993389,interest,153924,,Android
326950,993389,interest,153924,,iOS
326951,993389,interest,153924,,Android
326953,993389,interest,153924,,iOS
326955,993389,interest,153924,,Android
326956,993389,interest,153924,,iOS
326957,993389,interest,153924,,Android
326958,993389,interest,153924,,Android
326959,993389,interest,153924,,Android
326961,993389,interest,153924,,iOS
326962,993389,interest,153924,,iOS
326964,993389,interest,153924,,iOS
326965,993389,interest,153924,,Android
326966,993389,interest,153924,,Android
326967,993389,interest,153924,,iOS
326968,993389,interest,153924,,Android
326969,993389,interest,153924,,iOS
326970,993389,interest,153924,,Android
326971,993389,interest,153924,,iOS
326972,993389,interest,153924,,Android
326974,993389,interest,153924,,iOS
326975,993389,interest,153924,,Android
326976,993389,interest,153924,,Android
326977,993389,interest,153924,,Android
326978,993389,interest,153924,,Android
326980,993389,interest,153924,,iOS
326981,993389,interest,153924,,Android
326982,993389,interest,153924,,Android
326995,993389,interest,153924,,Android
326997,993389,interest,153924,,iOS
326998,993389,interest,153924,,Android
327003,993389,interest,153924,,Android
327007,993389,interest,153924,,Android
327017,993389,interest,153924,,iOS
327018,993389,interest,153924,,Android
327019,993389,interest,153924,,Android
327022,993389,interest,153924,,iOS
327024,993389,interest,153924,,iOS
327029,993389,interest,153924,,Android
327030,993389,interest,153924,,iOS
327034,993389,interest,153924,,Android
327036,993389,interest,153924,,Android
327037,993389,interest,153924,,Android
327040,993389,interest,153924,,iOS
327041,993389,interest,153924,,Android
327045,993389,interest,153924,,iOS
327050,993389,interest,153924,,iOS
327051,993389,interest,153924,,Android
327052,993389,interest,153924,,Android
327053,993389,interest,153924,,Android
327054,993389,interest,153924,,iOS
327068,993389,interest,153924,,Android
327070,993389,interest,153924,,Android
327072,993389,interest,153924,,Android
327073,993389,interest,153924,,Android
327075,993389,interest,153924,,Android
327077,993389,interest,153924,,Android
327079,993389,interest,153924,,Android
327080,993389,interest,153924,,Android
327083,993389,interest,153924,,Android
327084,993389,interest,153924,,Android
327094,993389,interest,153924,,Android
327095,993389,interest,153924,,Android
327097,993389,interest,153924,,Android
327099,993389,interest,153924,,iOS
327103,993389,interest,153924,,Android
327105,993389,interest,153924,,Android
327106,993389,interest,153924,,Android
327107,993389,interest,153924,,Android
327113,993389,interest,153924,,Android
327118,993389,interest,153924,,iOS
327119,993389,interest,153924,,Android
327124,993389,interest,153924,,Android
327125,993389,interest,153924,,Android
327126,993389,interest,153924,,Android
327128,993389,interest,153924,,iOS
327129,993389,interest,153924,,Android
327130,993389,interest,153924,,Android
327131,993389,interest,153924,,Android
327132,993389,interest,153924,,iOS
327134,993389,interest,153924,,Android
327135,993389,interest,153924,,Android
327136,993389,interest,153924,,Android
327138,993389,interest,153924,,iOS
327139,993389,interest,153924,,iOS
327141,993389,interest,153924,,iOS
327142,993389,interest,153924,,Android
327146,993389,interest,153924,,Android
327150,993389,interest,153924,,Android
327152,993389,interest,153924,,Android
327153,993389,interest,153924,,iOS
327154,993389,interest,153924,,Android
327155,993389,interest,153924,,Android
327156,993389,interest,153924,,iOS
327158,993389,interest,153924,,iOS
327159,993389,interest,153924,,iOS
327160,993389,interest,153924,,iOS
327161,993389,interest,153924,,iOS
327162,993389,interest,153924,,iOS
327164,993389,interest,153924,,Android
327165,993389,interest,153924,,Android
327166,993389,interest,153924,,iOS
327167,993389,interest,153924,,iOS
327169,993389,interest,153924,,iOS
327170,993389,interest,153924,,iOS
327171,993389,interest,153924,,iOS
327173,993389,interest,153924,,Android
327175,993389,interest,153924,,Android
327176,993389,interest,153924,,iOS
327178,993389,interest,153924,,Android
327179,993389,interest,153924,,iOS
327180,993389,interest,153924,,Android
327181,993389,interest,153924,,iOS
327183,993389,interest,153924,,Android
327184,993389,interest,153924,,Android
327185,993389,interest,153924,,Android
